date_order,day_of_week_order,date_wh_receive,day_of_week_wh_receive,CW,items
2022-02-21,1,2022-03-02,3,9,9
2022-02-21,1,2022-03-03,4,9,10
2022-02-21,1,2022-03-04,5,9,3
2022-02-22,2,2022-02-22,2,8,35296
2022-02-22,2,2022-02-23,3,8,14635
2022-02-22,2,2022-02-24,4,8,12789
2022-02-22,2,2022-02-25,5,8,314
2022-02-22,2,2022-02-26,6,8,107
2022-02-22,2,2022-02-28,1,9,15
2022-02-22,2,2022-03-01,2,9,51
2022-02-22,2,2022-03-02,3,9,32
2022-02-22,2,2022-03-03,4,9,16
2022-02-22,2,2022-03-04,5,9,11
2022-02-22,2,2022-03-05,6,9,5
2022-02-23,3,2022-02-23,3,8,33320
2022-02-23,3,2022-02-24,4,8,13112
2022-02-23,3,2022-02-25,5,8,9386
2022-02-23,3,2022-02-26,6,8,139
2022-02-23,3,2022-02-28,1,9,4
2022-02-23,3,2022-03-01,2,9,62
2022-02-23,3,2022-03-02,3,9,61
2022-02-23,3,2022-03-03,4,9,18
2022-02-23,3,2022-03-04,5,9,8
2022-02-23,3,2022-03-05,6,9,7
2022-02-23,3,2022-03-06,7,9,1
2022-02-23,3,2022-03-07,1,10,13
2022-02-24,4,2022-02-24,4,8,31002
2022-02-24,4,2022-02-25,5,8,20185
2022-02-24,4,2022-02-26,6,8,11463
2022-02-24,4,2022-02-27,7,8,35
2022-02-24,4,2022-02-28,1,9,712
2022-02-24,4,2022-03-01,2,9,440
2022-02-24,4,2022-03-02,3,9,78
2022-02-24,4,2022-03-03,4,9,75
2022-02-24,4,2022-03-04,5,9,35
2022-02-24,4,2022-03-05,6,9,22
2022-02-24,4,2022-03-07,1,10,7
2022-02-24,4,2022-03-08,2,10,1
2022-02-25,5,2022-02-25,5,8,28247
2022-02-25,5,2022-02-26,6,8,8880
2022-02-25,5,2022-02-27,7,8,24
2022-02-25,5,2022-02-28,1,9,9480
2022-02-25,5,2022-03-01,2,9,1093
2022-02-25,5,2022-03-02,3,9,240
2022-02-25,5,2022-03-03,4,9,63
2022-02-25,5,2022-03-04,5,9,80
2022-02-25,5,2022-03-05,6,9,61
2022-02-25,5,2022-03-07,1,10,19
2022-02-25,5,2022-03-08,2,10,14
2022-02-25,5,2022-03-09,3,10,2
2022-02-26,6,2022-02-26,6,8,21726
2022-02-26,6,2022-02-27,7,8,233
2022-02-26,6,2022-02-28,1,9,16685
2022-02-26,6,2022-03-01,2,9,1171
2022-02-26,6,2022-03-02,3,9,260
2022-02-26,6,2022-03-03,4,9,84
2022-02-26,6,2022-03-04,5,9,7
2022-02-26,6,2022-03-05,6,9,13
2022-02-26,6,2022-03-07,1,10,4
2022-02-26,6,2022-03-08,2,10,5
2022-02-26,6,2022-03-09,3,10,30
2022-02-26,6,2022-03-10,4,10,2
2022-02-27,7,2022-02-27,7,8,27808
2022-02-27,7,2022-02-28,1,9,3859
2022-02-27,7,2022-03-01,2,9,19671
2022-02-27,7,2022-03-02,3,9,454
2022-02-27,7,2022-03-03,4,9,158
2022-02-27,7,2022-03-04,5,9,23
2022-02-27,7,2022-03-05,6,9,47
2022-02-27,7,2022-03-06,7,9,3
2022-02-27,7,2022-03-07,1,10,25
2022-02-27,7,2022-03-08,2,10,3
2022-02-27,7,2022-03-09,3,10,6
2022-02-27,7,2022-03-10,4,10,1
2022-02-28,1,2022-02-28,1,9,25533
2022-02-28,1,2022-03-01,2,9,17517
2022-02-28,1,2022-03-02,3,9,13168
2022-02-28,1,2022-03-03,4,9,277
2022-02-28,1,2022-03-04,5,9,91
2022-02-28,1,2022-03-05,6,9,121
2022-02-28,1,2022-03-07,1,10,52
2022-02-28,1,2022-03-08,2,10,19
2022-02-28,1,2022-03-09,3,10,14
2022-02-28,1,2022-03-10,4,10,7
2022-02-28,1,2022-03-11,5,10,12
2022-02-28,1,2022-03-23,3,12,1
2022-03-01,2,2022-03-01,2,9,30222
2022-03-01,2,2022-03-02,3,9,13614
2022-03-01,2,2022-03-03,4,9,11964
2022-03-01,2,2022-03-04,5,9,124
2022-03-01,2,2022-03-05,6,9,151
2022-03-01,2,2022-03-07,1,10,48
2022-03-01,2,2022-03-08,2,10,92
2022-03-01,2,2022-03-09,3,10,33
2022-03-01,2,2022-03-10,4,10,13
2022-03-01,2,2022-03-11,5,10,1
2022-03-01,2,2022-03-12,6,10,18
2022-03-01,2,2022-03-16,3,11,1
2022-03-02,3,2022-03-02,3,9,36645
2022-03-02,3,2022-03-03,4,9,21801
2022-03-02,3,2022-03-04,5,9,7792
2022-03-02,3,2022-03-05,6,9,2909
2022-03-02,3,2022-03-07,1,10,93
2022-03-02,3,2022-03-08,2,10,44
2022-03-02,3,2022-03-09,3,10,78
2022-03-02,3,2022-03-10,4,10,26
2022-03-02,3,2022-03-11,5,10,11
2022-03-02,3,2022-03-12,6,10,3
2022-03-02,3,2022-03-14,1,11,4
2022-03-02,3,2022-03-15,2,11,25
2022-03-03,4,2022-03-03,4,9,34232
2022-03-03,4,2022-03-04,5,9,10652
2022-03-03,4,2022-03-05,6,9,15533
2022-03-03,4,2022-03-06,7,9,20
2022-03-03,4,2022-03-07,1,10,817
2022-03-03,4,2022-03-08,2,10,251
2022-03-03,4,2022-03-09,3,10,95
2022-03-03,4,2022-03-10,4,10,73
2022-03-03,4,2022-03-11,5,10,11
2022-03-03,4,2022-03-12,6,10,13
2022-03-03,4,2022-03-15,2,11,18
2022-03-03,4,2022-03-16,3,11,15
2022-03-04,5,2022-03-04,5,9,35276
2022-03-04,5,2022-03-05,6,9,7871
2022-03-04,5,2022-03-06,7,9,3
2022-03-04,5,2022-03-07,1,10,10752
2022-03-04,5,2022-03-08,2,10,1502
2022-03-04,5,2022-03-09,3,10,130
2022-03-04,5,2022-03-10,4,10,29
2022-03-04,5,2022-03-11,5,10,37
2022-03-04,5,2022-03-12,6,10,14
2022-03-04,5,2022-03-15,2,11,20
2022-03-04,5,2022-03-16,3,11,4
2022-03-04,5,2022-03-17,4,11,33
2022-03-04,5,2022-03-29,2,13,1
2022-03-05,6,2022-03-05,6,9,21101
2022-03-05,6,2022-03-06,7,9,181
2022-03-05,6,2022-03-07,1,10,17499
2022-03-05,6,2022-03-08,2,10,3084
2022-03-05,6,2022-03-09,3,10,339
2022-03-05,6,2022-03-10,4,10,35
2022-03-05,6,2022-03-11,5,10,43
2022-03-05,6,2022-03-12,6,10,33
2022-03-05,6,2022-03-15,2,11,4
2022-03-05,6,2022-03-16,3,11,2
2022-03-06,7,2022-03-06,7,9,32161
2022-03-06,7,2022-03-07,1,10,5608
2022-03-06,7,2022-03-08,2,10,12116
2022-03-06,7,2022-03-09,3,10,686
2022-03-06,7,2022-03-10,4,10,55
2022-03-06,7,2022-03-11,5,10,9
2022-03-06,7,2022-03-12,6,10,15
2022-03-06,7,2022-03-13,7,10,11
2022-03-06,7,2022-03-15,2,11,12
2022-03-07,1,2022-03-07,1,10,24328
2022-03-07,1,2022-03-08,2,10,8384
2022-03-07,1,2022-03-09,3,10,11941
2022-03-07,1,2022-03-10,4,10,204
2022-03-07,1,2022-03-11,5,10,133
2022-03-07,1,2022-03-12,6,10,24
2022-03-07,1,2022-03-14,1,11,46
2022-03-07,1,2022-03-15,2,11,16
2022-03-07,1,2022-03-16,3,11,42
2022-03-07,1,2022-03-17,4,11,1
2022-03-07,1,2022-03-29,2,13,1
2022-03-08,2,2022-03-08,2,10,30745
2022-03-08,2,2022-03-09,3,10,11284
2022-03-08,2,2022-03-10,4,10,13036
2022-03-08,2,2022-03-11,5,10,284
2022-03-08,2,2022-03-12,6,10,112
2022-03-08,2,2022-03-14,1,11,15
2022-03-08,2,2022-03-15,2,11,34
2022-03-08,2,2022-03-16,3,11,10
2022-03-08,2,2022-03-17,4,11,15
2022-03-08,2,2022-03-18,5,11,11
2022-03-08,2,2022-03-19,6,11,4
2022-03-08,2,2022-03-21,1,12,12
2022-03-09,3,2022-03-09,3,10,37050
2022-03-09,3,2022-03-10,4,10,19589
2022-03-09,3,2022-03-11,5,10,13392
2022-03-09,3,2022-03-12,6,10,314
2022-03-09,3,2022-03-14,1,11,211
2022-03-09,3,2022-03-15,2,11,58
2022-03-09,3,2022-03-16,3,11,127
2022-03-09,3,2022-03-17,4,11,30
2022-03-09,3,2022-03-18,5,11,22
2022-03-09,3,2022-03-19,6,11,5
2022-03-09,3,2022-03-23,3,12,1
2022-03-10,4,2022-03-10,4,10,34028
2022-03-10,4,2022-03-11,5,10,12563
2022-03-10,4,2022-03-12,6,10,7731
2022-03-10,4,2022-03-13,7,10,1
2022-03-10,4,2022-03-14,1,11,379
2022-03-10,4,2022-03-15,2,11,343
2022-03-10,4,2022-03-16,3,11,46
2022-03-10,4,2022-03-17,4,11,20
2022-03-10,4,2022-03-18,5,11,86
2022-03-10,4,2022-03-19,6,11,23
2022-03-10,4,2022-03-21,1,12,4
2022-03-10,4,2022-03-22,2,12,9
2022-03-11,5,2022-03-11,5,10,33824
2022-03-11,5,2022-03-12,6,10,11789
2022-03-11,5,2022-03-13,7,10,3
2022-03-11,5,2022-03-14,1,11,14509
2022-03-11,5,2022-03-15,2,11,1643
2022-03-11,5,2022-03-16,3,11,226
2022-03-11,5,2022-03-17,4,11,146
2022-03-11,5,2022-03-18,5,11,53
2022-03-11,5,2022-03-19,6,11,35
2022-03-11,5,2022-03-21,1,12,2
2022-03-11,5,2022-03-22,2,12,12
2022-03-11,5,2022-03-23,3,12,46
2022-03-12,6,2022-03-12,6,10,29237
2022-03-12,6,2022-03-13,7,10,246
2022-03-12,6,2022-03-14,1,11,22792
2022-03-12,6,2022-03-15,2,11,2792
2022-03-12,6,2022-03-16,3,11,506
2022-03-12,6,2022-03-17,4,11,133
2022-03-12,6,2022-03-18,5,11,48
2022-03-12,6,2022-03-19,6,11,33
2022-03-12,6,2022-03-21,1,12,13
2022-03-12,6,2022-03-22,2,12,6
2022-03-12,6,2022-03-23,3,12,38
2022-03-13,7,2022-03-13,7,10,35287
2022-03-13,7,2022-03-14,1,11,14823
2022-03-13,7,2022-03-15,2,11,27554
2022-03-13,7,2022-03-16,3,11,984
2022-03-13,7,2022-03-17,4,11,292
2022-03-13,7,2022-03-18,5,11,157
2022-03-13,7,2022-03-19,6,11,41
2022-03-13,7,2022-03-20,7,11,486
2022-03-13,7,2022-03-21,1,12,336
2022-03-13,7,2022-03-22,2,12,33
2022-03-13,7,2022-03-23,3,12,30
2022-03-13,7,2022-03-24,4,12,23
2022-03-14,1,2022-03-14,1,11,31975
2022-03-14,1,2022-03-15,2,11,15502
2022-03-14,1,2022-03-16,3,11,15685
2022-03-14,1,2022-03-17,4,11,622
2022-03-14,1,2022-03-18,5,11,130
2022-03-14,1,2022-03-19,6,11,88
2022-03-14,1,2022-03-21,1,12,139
2022-03-14,1,2022-03-22,2,12,17
2022-03-14,1,2022-03-23,3,12,23
2022-03-14,1,2022-03-24,4,12,5
2022-03-14,1,2022-03-25,5,12,3
2022-03-15,2,2022-03-15,2,11,34366
2022-03-15,2,2022-03-16,3,11,9942
2022-03-15,2,2022-03-17,4,11,15883
2022-03-15,2,2022-03-18,5,11,468
2022-03-15,2,2022-03-19,6,11,32
2022-03-15,2,2022-03-21,1,12,68
2022-03-15,2,2022-03-22,2,12,36
2022-03-15,2,2022-03-23,3,12,118
2022-03-15,2,2022-03-24,4,12,11
2022-03-15,2,2022-03-25,5,12,10
2022-03-15,2,2022-03-26,6,12,1
2022-03-16,3,2022-03-16,3,11,34472
2022-03-16,3,2022-03-17,4,11,14601
2022-03-16,3,2022-03-18,5,11,13153
2022-03-16,3,2022-03-19,6,11,229
2022-03-16,3,2022-03-21,1,12,79
2022-03-16,3,2022-03-22,2,12,45
2022-03-16,3,2022-03-23,3,12,29
2022-03-16,3,2022-03-24,4,12,52
2022-03-16,3,2022-03-25,5,12,9
2022-03-16,3,2022-03-26,6,12,23
2022-03-17,4,2022-03-17,4,11,36966
2022-03-17,4,2022-03-18,5,11,16977
2022-03-17,4,2022-03-19,6,11,12200
2022-03-17,4,2022-03-20,7,11,47
2022-03-17,4,2022-03-21,1,12,1229
2022-03-17,4,2022-03-22,2,12,422
2022-03-17,4,2022-03-23,3,12,74
2022-03-17,4,2022-03-24,4,12,49
2022-03-17,4,2022-03-25,5,12,152
2022-03-17,4,2022-03-26,6,12,23
2022-03-17,4,2022-03-28,1,13,20
2022-03-17,4,2022-03-29,2,13,6
2022-03-18,5,2022-03-18,5,11,28632
2022-03-18,5,2022-03-19,6,11,9323
2022-03-18,5,2022-03-20,7,11,5
2022-03-18,5,2022-03-21,1,12,16620
2022-03-18,5,2022-03-22,2,12,1240
2022-03-18,5,2022-03-23,3,12,360
2022-03-18,5,2022-03-24,4,12,43
2022-03-18,5,2022-03-25,5,12,159
2022-03-18,5,2022-03-26,6,12,21
2022-03-18,5,2022-03-29,2,13,18
2022-03-18,5,2022-03-30,3,13,16
2022-03-18,5,2022-04-01,5,13,1
2022-03-19,6,2022-03-19,6,11,23736
2022-03-19,6,2022-03-20,7,11,177
2022-03-19,6,2022-03-21,1,12,22654
2022-03-19,6,2022-03-22,2,12,2485
2022-03-19,6,2022-03-23,3,12,353
2022-03-19,6,2022-03-24,4,12,63
2022-03-19,6,2022-03-25,5,12,8
2022-03-19,6,2022-03-26,6,12,25
2022-03-19,6,2022-03-28,1,13,7
2022-03-19,6,2022-03-29,2,13,16
2022-03-19,6,2022-03-30,3,13,9
2022-03-20,7,2022-03-20,7,11,32165
2022-03-20,7,2022-03-21,1,12,5923
2022-03-20,7,2022-03-22,2,12,15458
2022-03-20,7,2022-03-23,3,12,611
2022-03-20,7,2022-03-24,4,12,63
2022-03-20,7,2022-03-25,5,12,26
2022-03-20,7,2022-03-26,6,12,5
2022-03-20,7,2022-03-28,1,13,25
2022-03-20,7,2022-03-29,2,13,9
2022-03-20,7,2022-03-30,3,13,10
2022-03-21,1,2022-03-21,1,12,28401
2022-03-21,1,2022-03-22,2,12,18713
2022-03-21,1,2022-03-23,3,12,12558
2022-03-21,1,2022-03-24,4,12,320
2022-03-21,1,2022-03-25,5,12,69
2022-03-21,1,2022-03-26,6,12,23
2022-03-21,1,2022-03-28,1,13,16
2022-03-21,1,2022-03-29,2,13,10
2022-03-21,1,2022-03-30,3,13,2
2022-03-21,1,2022-03-31,4,13,8
2022-03-21,1,2022-04-01,5,13,9
2022-03-21,1,2022-04-02,6,13,7
2022-03-22,2,2022-03-22,2,12,31248
2022-03-22,2,2022-03-23,3,12,7109
2022-03-22,2,2022-03-24,4,12,15131
2022-03-22,2,2022-03-25,5,12,406
2022-03-22,2,2022-03-26,6,12,54
2022-03-22,2,2022-03-28,1,13,36
2022-03-22,2,2022-03-29,2,13,20
2022-03-22,2,2022-03-30,3,13,15
2022-03-22,2,2022-03-31,4,13,15
2022-03-22,2,2022-04-01,5,13,11
2022-03-22,2,2022-04-02,6,13,13
2022-03-22,2,2022-04-08,5,14,1
2022-03-23,3,2022-03-23,3,12,32544
2022-03-23,3,2022-03-24,4,12,7885
2022-03-23,3,2022-03-25,5,12,18769
2022-03-23,3,2022-03-26,6,12,535
2022-03-23,3,2022-03-28,1,13,57
2022-03-23,3,2022-03-29,2,13,26
2022-03-23,3,2022-03-30,3,13,20
2022-03-23,3,2022-03-31,4,13,11
2022-03-23,3,2022-04-01,5,13,13
2022-03-23,3,2022-04-02,6,13,6
2022-03-23,3,2022-04-09,6,14,1
2022-03-24,4,2022-03-24,4,12,33413
2022-03-24,4,2022-03-25,5,12,19743
2022-03-24,4,2022-03-26,6,12,14810
2022-03-24,4,2022-03-27,7,12,34
2022-03-24,4,2022-03-28,1,13,2413
2022-03-24,4,2022-03-29,2,13,749
2022-03-24,4,2022-03-30,3,13,94
2022-03-24,4,2022-03-31,4,13,27
2022-03-24,4,2022-04-01,5,13,81
2022-03-24,4,2022-04-02,6,13,28
2022-03-24,4,2022-04-04,1,14,18
2022-03-24,4,2022-04-05,2,14,3
2022-03-24,4,2022-04-06,3,14,5
2022-03-25,5,2022-03-25,5,12,29460
2022-03-25,5,2022-03-26,6,12,6066
2022-03-25,5,2022-03-27,7,12,2
2022-03-25,5,2022-03-28,1,13,13206
2022-03-25,5,2022-03-29,2,13,1050
2022-03-25,5,2022-03-30,3,13,86
2022-03-25,5,2022-04-01,5,13,28
2022-03-25,5,2022-04-02,6,13,30
2022-03-25,5,2022-04-04,1,14,78
2022-03-25,5,2022-04-05,2,14,5
2022-03-25,5,2022-04-06,3,14,6
2022-03-26,6,2022-03-26,6,12,22058
2022-03-26,6,2022-03-27,7,12,189
2022-03-26,6,2022-03-28,1,13,23995
2022-03-26,6,2022-03-29,2,13,4100
2022-03-26,6,2022-03-30,3,13,248
2022-03-26,6,2022-03-31,4,13,53
2022-03-26,6,2022-04-01,5,13,44
2022-03-26,6,2022-04-02,6,13,113
2022-03-26,6,2022-04-04,1,14,35
2022-03-26,6,2022-04-05,2,14,3
2022-03-26,6,2022-04-06,3,14,7
2022-03-27,7,2022-03-27,7,12,27913
2022-03-27,7,2022-03-28,1,13,7823
2022-03-27,7,2022-03-29,2,13,26000
2022-03-27,7,2022-03-30,3,13,1255
2022-03-27,7,2022-03-31,4,13,69
2022-03-27,7,2022-04-01,5,13,82
2022-03-27,7,2022-04-02,6,13,26
2022-03-27,7,2022-04-04,1,14,329
2022-03-27,7,2022-04-05,2,14,14
2022-03-27,7,2022-04-06,3,14,33
2022-03-28,1,2022-03-28,1,13,28015
2022-03-28,1,2022-03-29,2,13,12059
2022-03-28,1,2022-03-30,3,13,31278
2022-03-28,1,2022-03-31,4,13,554
2022-03-28,1,2022-04-01,5,13,82
2022-03-28,1,2022-04-02,6,13,67
2022-03-28,1,2022-04-04,1,14,114
2022-03-28,1,2022-04-05,2,14,25
2022-03-28,1,2022-04-06,3,14,20
2022-03-28,1,2022-04-07,4,14,17
2022-03-28,1,2022-04-08,5,14,9
2022-03-29,2,2022-03-29,2,13,37126
2022-03-29,2,2022-03-30,3,13,18421
2022-03-29,2,2022-03-31,4,13,17972
2022-03-29,2,2022-04-01,5,13,331
2022-03-29,2,2022-04-02,6,13,194
2022-03-29,2,2022-04-04,1,14,56
2022-03-29,2,2022-04-05,2,14,103
2022-03-29,2,2022-04-06,3,14,34
2022-03-29,2,2022-04-07,4,14,10
2022-03-29,2,2022-04-08,5,14,49
2022-03-29,2,2022-04-09,6,14,6
2022-03-30,3,2022-03-30,3,13,39763
2022-03-30,3,2022-03-31,4,13,10971
2022-03-30,3,2022-04-01,5,13,28578
2022-03-30,3,2022-04-02,6,13,405
2022-03-30,3,2022-04-04,1,14,149
2022-03-30,3,2022-04-05,2,14,26
2022-03-30,3,2022-04-06,3,14,130
2022-03-30,3,2022-04-07,4,14,53
2022-03-30,3,2022-04-08,5,14,35
2022-03-30,3,2022-04-09,6,14,11
2022-03-30,3,2022-04-11,1,15,39
2022-03-31,4,2022-03-31,4,13,47516
2022-03-31,4,2022-04-01,5,13,28273
2022-03-31,4,2022-04-02,6,13,25258
2022-03-31,4,2022-04-03,7,13,4
2022-03-31,4,2022-04-04,1,14,2490
2022-03-31,4,2022-04-05,2,14,409
2022-03-31,4,2022-04-06,3,14,160
2022-03-31,4,2022-04-07,4,14,71
2022-03-31,4,2022-04-08,5,14,24
2022-03-31,4,2022-04-09,6,14,22
2022-03-31,4,2022-04-11,1,15,19
2022-03-31,4,2022-04-12,2,15,11
2022-03-31,4,2022-04-13,3,15,4
2022-04-01,5,2022-04-01,5,13,38471
2022-04-01,5,2022-04-02,6,13,8512
2022-04-01,5,2022-04-03,7,13,23
2022-04-01,5,2022-04-04,1,14,17056
2022-04-01,5,2022-04-05,2,14,682
2022-04-01,5,2022-04-06,3,14,70
2022-04-01,5,2022-04-07,4,14,24
2022-04-01,5,2022-04-08,5,14,66
2022-04-01,5,2022-04-09,6,14,21
2022-04-01,5,2022-04-12,2,15,11
2022-04-02,6,2022-04-02,6,13,32288
2022-04-02,6,2022-04-03,7,13,311
2022-04-02,6,2022-04-04,1,14,23000
2022-04-02,6,2022-04-05,2,14,2052
2022-04-02,6,2022-04-06,3,14,245
2022-04-02,6,2022-04-07,4,14,82
2022-04-02,6,2022-04-08,5,14,32
2022-04-02,6,2022-04-09,6,14,58
2022-04-02,6,2022-04-11,1,15,6
2022-04-02,6,2022-04-12,2,15,4
2022-04-02,6,2022-04-14,4,15,15
2022-04-03,7,2022-04-03,7,13,33753
2022-04-03,7,2022-04-04,1,14,12681
2022-04-03,7,2022-04-05,2,14,29165
2022-04-03,7,2022-04-06,3,14,1589
2022-04-03,7,2022-04-07,4,14,250
2022-04-03,7,2022-04-08,5,14,78
2022-04-03,7,2022-04-09,6,14,43
2022-04-03,7,2022-04-11,1,15,62
2022-04-03,7,2022-04-12,2,15,31
2022-04-03,7,2022-04-13,3,15,14
2022-04-03,7,2022-04-14,4,15,14
2022-04-03,7,2022-04-20,3,16,1
2022-04-04,1,2022-04-04,1,14,37097
2022-04-04,1,2022-04-05,2,14,12179
2022-04-04,1,2022-04-06,3,14,19716
2022-04-04,1,2022-04-07,4,14,584
2022-04-04,1,2022-04-08,5,14,86
2022-04-04,1,2022-04-09,6,14,25
2022-04-04,1,2022-04-11,1,15,71
2022-04-04,1,2022-04-12,2,15,33
2022-04-04,1,2022-04-13,3,15,40
2022-04-04,1,2022-04-14,4,15,7
2022-04-05,2,2022-04-05,2,14,40494
2022-04-05,2,2022-04-06,3,14,11362
2022-04-05,2,2022-04-07,4,14,12577
2022-04-05,2,2022-04-08,5,14,227
2022-04-05,2,2022-04-09,6,14,99
2022-04-05,2,2022-04-10,7,14,2
2022-04-05,2,2022-04-11,1,15,50
2022-04-05,2,2022-04-12,2,15,88
2022-04-05,2,2022-04-13,3,15,74
2022-04-05,2,2022-04-14,4,15,27
2022-04-05,2,2022-04-15,5,15,1
2022-04-05,2,2022-04-16,6,15,2
2022-04-06,3,2022-04-06,3,14,42207
2022-04-06,3,2022-04-07,4,14,23613
2022-04-06,3,2022-04-08,5,14,17256
2022-04-06,3,2022-04-09,6,14,224
2022-04-06,3,2022-04-11,1,15,108
2022-04-06,3,2022-04-12,2,15,114
2022-04-06,3,2022-04-13,3,15,91
2022-04-06,3,2022-04-14,4,15,55
2022-04-06,3,2022-04-15,5,15,5
2022-04-07,4,2022-04-07,4,14,40392
2022-04-07,4,2022-04-08,5,14,15318
2022-04-07,4,2022-04-09,6,14,14456
2022-04-07,4,2022-04-11,1,15,576
2022-04-07,4,2022-04-12,2,15,473
2022-04-07,4,2022-04-13,3,15,233
2022-04-07,4,2022-04-14,4,15,68
2022-04-07,4,2022-04-15,5,15,18
2022-04-07,4,2022-04-19,2,16,16
2022-04-07,4,2022-04-22,5,16,4
2022-04-08,5,2022-04-08,5,14,37521
2022-04-08,5,2022-04-09,6,14,11370
2022-04-08,5,2022-04-10,7,14,121
2022-04-08,5,2022-04-11,1,15,11223
2022-04-08,5,2022-04-12,2,15,1923
2022-04-08,5,2022-04-13,3,15,137
2022-04-08,5,2022-04-14,4,15,38
2022-04-08,5,2022-04-15,5,15,37
2022-04-08,5,2022-04-16,6,15,23
2022-04-08,5,2022-04-19,2,16,1
2022-04-08,5,2022-04-20,3,16,12
2022-04-08,5,2022-04-21,4,16,5
2022-04-09,6,2022-04-09,6,14,38511
2022-04-09,6,2022-04-10,7,14,332
2022-04-09,6,2022-04-11,1,15,36562
2022-04-09,6,2022-04-12,2,15,3712
2022-04-09,6,2022-04-13,3,15,406
2022-04-09,6,2022-04-14,4,15,91
2022-04-09,6,2022-04-15,5,15,17
2022-04-09,6,2022-04-16,6,15,20
2022-04-09,6,2022-04-17,7,15,16
2022-04-09,6,2022-04-19,2,16,36
2022-04-09,6,2022-04-20,3,16,15
2022-04-10,7,2022-04-10,7,14,50287
2022-04-10,7,2022-04-11,1,15,18870
2022-04-10,7,2022-04-12,2,15,21773
2022-04-10,7,2022-04-13,3,15,1364
2022-04-10,7,2022-04-14,4,15,278
2022-04-10,7,2022-04-15,5,15,26
2022-04-10,7,2022-04-16,6,15,41
2022-04-10,7,2022-04-17,7,15,72
2022-04-10,7,2022-04-18,1,16,52
2022-04-10,7,2022-04-20,3,16,50
2022-04-10,7,2022-04-21,4,16,68
2022-04-11,1,2022-04-11,1,15,41218
2022-04-11,1,2022-04-12,2,15,14832
2022-04-11,1,2022-04-13,3,15,26344
2022-04-11,1,2022-04-14,4,15,935
2022-04-11,1,2022-04-15,5,15,36
2022-04-11,1,2022-04-16,6,15,138
2022-04-11,1,2022-04-18,1,16,45
2022-04-11,1,2022-04-19,2,16,26
2022-04-11,1,2022-04-20,3,16,102
2022-04-11,1,2022-04-21,4,16,91
2022-04-11,1,2022-04-22,5,16,61
2022-04-12,2,2022-04-12,2,15,50091
2022-04-12,2,2022-04-13,3,15,22429
2022-04-12,2,2022-04-14,4,15,15764
2022-04-12,2,2022-04-15,5,15,80
2022-04-12,2,2022-04-16,6,15,303
2022-04-12,2,2022-04-19,2,16,120
2022-04-12,2,2022-04-20,3,16,146
2022-04-12,2,2022-04-21,4,16,105
2022-04-12,2,2022-04-22,5,16,14
2022-04-12,2,2022-04-23,6,16,12
2022-04-13,3,2022-04-13,3,15,43616
2022-04-13,3,2022-04-14,4,15,7562
2022-04-13,3,2022-04-15,5,15,213
2022-04-13,3,2022-04-16,6,15,11902
2022-04-13,3,2022-04-17,7,15,19
2022-04-13,3,2022-04-19,2,16,413
2022-04-13,3,2022-04-20,3,16,431
2022-04-13,3,2022-04-21,4,16,149
2022-04-13,3,2022-04-22,5,16,43
2022-04-13,3,2022-04-23,6,16,8
2022-04-14,4,2022-04-14,4,15,29876
2022-04-14,4,2022-04-15,5,15,4517
2022-04-14,4,2022-04-16,6,15,10822
2022-04-14,4,2022-04-18,1,16,7
2022-04-14,4,2022-04-19,2,16,9685
2022-04-14,4,2022-04-20,3,16,870
2022-04-14,4,2022-04-21,4,16,284
2022-04-14,4,2022-04-22,5,16,83
2022-04-14,4,2022-04-23,6,16,5
2022-04-14,4,2022-04-25,1,17,33
2022-04-14,4,2022-04-26,2,17,14
2022-04-14,4,2022-04-27,3,17,9
2022-04-15,5,2022-04-15,5,15,15015
2022-04-15,5,2022-04-16,6,15,9327
2022-04-15,5,2022-04-17,7,15,6
2022-04-15,5,2022-04-18,1,16,2
2022-04-15,5,2022-04-19,2,16,9185
2022-04-15,5,2022-04-20,3,16,9854
2022-04-15,5,2022-04-21,4,16,247
2022-04-15,5,2022-04-22,5,16,79
2022-04-15,5,2022-04-23,6,16,11
2022-04-15,5,2022-04-25,1,17,29
2022-04-15,5,2022-04-26,2,17,7
2022-04-15,5,2022-04-27,3,17,2
2022-04-15,5,2022-04-28,4,17,4
2022-04-16,6,2022-04-16,6,15,13732
2022-04-16,6,2022-04-17,7,15,3347
2022-04-16,6,2022-04-18,1,16,1
2022-04-16,6,2022-04-19,2,16,4811
2022-04-16,6,2022-04-20,3,16,8603
2022-04-16,6,2022-04-21,4,16,602
2022-04-16,6,2022-04-22,5,16,80
2022-04-16,6,2022-04-23,6,16,48
2022-04-16,6,2022-04-24,7,16,24
2022-04-16,6,2022-04-26,2,17,8
2022-04-16,6,2022-04-27,3,17,9
2022-04-16,6,2022-04-28,4,17,10
2022-04-17,7,2022-04-17,7,15,16501
2022-04-17,7,2022-04-18,1,16,4913
2022-04-17,7,2022-04-19,2,16,5238
2022-04-17,7,2022-04-20,3,16,10445
2022-04-17,7,2022-04-21,4,16,1066
2022-04-17,7,2022-04-22,5,16,247
2022-04-17,7,2022-04-23,6,16,22
2022-04-17,7,2022-04-24,7,16,35
2022-04-17,7,2022-04-25,1,17,32
2022-04-17,7,2022-04-26,2,17,6
2022-04-17,7,2022-04-27,3,17,2
2022-04-18,1,2022-04-18,1,16,18376
